"x1","x2","번호","지역","지역2","순위","차수","수익률","투자기간","등급","모집금액","투자인원","TARGET"
"제1428차 중구 신당동 단독주택 담보대출 15차#2순위","수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원196명",1428,"중구","신당동",2,15,8.5,3,"A2",10000,196,"상환완료"
"제1427차 아산 유신빌딩 담보대출 리파이낸싱 14차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액5,000만원?투자인원82명",1427,"아산","유신빌딩",2,14,13.5,6,"C2",5000,82,"상환완료"
"제1426차 용인 중동 신동백롯데캐슬 리파이낸싱#2순위","수익률(연)9%?투자기간7개월?등급A2?모집금액8,000만원?투자인원200명",1426,"용인","중동",2,1,9,7,"A2",8000,200,"상환완료"
"제1425차 금천 시흥동 삼익아파트 리파이낸싱#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액8,000만원?투자인원242명",1425,"금천","시흥동",2,1,9.5,6,"A3",8000,242,"상환완료"
"제1423차 용인 메종 포레스트 타운하우스 A 신축 리파이낸싱 7차#1순위","수익률(연)12.56%?투자기간2개월?등급B2?모집금액3억5,000만원?투자인원585명",1423,"용인","메종",1,7,12.56,2,"B2",35000,585,"상환완료"
"제1422차 강남 청담동 공동주택 신축사업 7차#1순위","수익률(연)11.7%?투자기간5개월?등급A3?모집금액2억원?투자인원423명",1422,"강남","청담동",1,7,11.7,5,"A3",20000,423,"상환완료"
"제1421차 캠프 험프리 미군 렌탈하우스C 신축사업 17차#1순위","수익률(연)13.1%?투자기간2개월?등급C1?모집금액5,000만원?투자인원64명",1421,"캠프","험프리",1,17,13.1,2,"C1",5000,64,"상환완료"
"제1420차 수원 북수동 상가주택 신축사업A 5차#2순위","수익률(연)15%?투자기간7개월?등급D2?모집금액5,000만원?투자인원122명",1420,"수원","북수동",2,5,15,7,"D2",5000,122,"상환완료"
"제1419차 용산 신계동 이편한세상 담보상품#2순위","수익률(연)8.5%?투자기간6개월?등급A3?모집금액2억원?투자인원246명",1419,"용산","신계동",2,1,8.5,6,"A3",20000,246,"상환완료"
"제1418차 아산 유신빌딩 담보대출 리파이낸싱 13차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액6,000만원?투자인원83명",1418,"아산","유신빌딩",2,13,13.5,6,"C2",6000,83,"상환완료"
"제1417차 평택 국가산업단지 인근 다세대 신축 리파이낸싱 4차#1순위","수익률(연)13%?투자기간6개월?등급C1?모집금액5억원?투자인원910명",1417,"평택","국가산업단지",1,4,13,6,"C1",50000,910,"상환완료"
"제1414차 평택 국가산업단지 인근 다세대 신축 리파이낸싱 3차#1순위","수익률(연)13%?투자기간6개월?등급C1?모집금액3억원?투자인원631명",1414,"평택","국가산업단지",1,3,13,6,"C1",30000,631,"상환완료"
"제1413차 아산 유신빌딩 담보대출 리파이낸싱 12차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액5,000만원?투자인원104명",1413,"아산","유신빌딩",2,12,13.5,6,"C2",5000,104,"상환완료"
"제1410차 부산 화명동 롯데낙천대 아파트 리파이낸싱#2순위","수익률(연)9%?투자기간6개월?등급A3?모집금액7,000만원?투자인원224명",1410,"부산","화명동",2,1,9,6,"A3",7000,224,"상환완료"
"제1409차 캠프 험프리 미군 렌탈하우스B 신축사업 17차#1순위","수익률(연)13.3%?투자기간1개월?등급C1?모집금액5,000만원?투자인원49명",1409,"캠프","험프리",1,17,13.3,1,"C1",5000,49,"상환완료"
"제1408차 캠프 험프리 미군 렌탈하우스A 신축사업 18차#1순위","수익률(연)13.1%?투자기간1개월?등급C1?모집금액5,000만원?투자인원65명",1408,"캠프","험프리",1,18,13.1,1,"C1",5000,65,"상환완료"
"제1407차 중구 신당동 단독주택 담보대출 14차#2순위","수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원265명",1407,"중구","신당동",2,14,8.5,3,"A2",10000,265,"상환완료"
"제1406차 아산 유신빌딩 담보대출 리파이낸싱 11차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액7,000만원?투자인원132명",1406,"아산","유신빌딩",2,11,13.5,6,"C2",7000,132,"상환완료"
"제1405차 해운대구 중동 롯데캐슬마린아파트 리파이낸싱 3차#2순위","수익률(연)9%?투자기간6개월?등급A3?모집금액5,000만원?투자인원126명",1405,"해운대구","중동",2,3,9,6,"A3",5000,126,"상환완료"
"제1403차 중구 신당동 단독주택 담보대출 13차#2순위","수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원253명",1403,"중구","신당동",2,13,8.5,3,"A2",10000,253,"상환완료"
"제1402차 평택 국가산업단지 인근 다세대 신축 리파이낸싱 2차#1순위","수익률(연)13%?투자기간6개월?등급C1?모집금액8억원?투자인원1,673명",1402,"평택","국가산업단지",1,2,13,6,"C1",80000,1673,"상환완료"
"제1401차 강남 청담동 진흥아파트 리파이낸싱 2차#2순위","수익률(연)8.5%?투자기간6개월?등급A2?모집금액1억원?투자인원222명",1401,"강남","청담동",2,2,8.5,6,"A2",10000,222,"상환완료"
"제1400차 서산 테크노밸리 근린생활시설 신축사업 28차#1순위","수익률(연)14.5%?투자기간7개월?등급C3?모집금액5,000만원?투자인원78명",1400,"서산","테크노밸리",1,28,14.5,7,"C3",5000,78,"상환완료"
"제1398차 아산 유신빌딩 담보대출 리파이낸싱 10차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액7,000만원?투자인원67명",1398,"아산","유신빌딩",2,10,13.5,6,"C2",7000,67,"상환완료"
"제1397차 부산 화명동 롯데낙천대아파트 리파이낸싱 2차#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원80명",1397,"부산","화명동",2,2,9,6,"A2",5000,80,"상환완료"
"제1393차 용인 상현동 광교스타클래스 리파이낸싱#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억2,000만원?투자인원299명",1393,"용인","상현동",2,1,9,6,"A2",12000,299,"상환완료"
"제1392차 해운대구 중동 롯데캐슬마린아파트 리파이낸싱 2차#2순위","수익률(연)9%?투자기간6개월?등급A3?모집금액3,000만원?투자인원69명",1392,"해운대구","중동",2,2,9,6,"A3",3000,69,"상환완료"
"제1391차 서초 양재동 대흥아파트 리파이낸싱 3차#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액3,000만원?투자인원62명",1391,"서초","양재동",2,3,9.5,6,"A3",3000,62,"상환완료"
"제1389차 중구 신당동 단독주택 담보대출 12차#2순위","수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원204명",1389,"중구","신당동",2,12,8.5,3,"A2",10000,204,"상환완료"
"제1388차 아산 유신빌딩 담보대출 리파이낸싱 9차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액5,000만원?투자인원62명",1388,"아산","유신빌딩",2,9,13.5,6,"C2",5000,62,"상환완료"
"제1387차 평택 국가산업단지 인근 다세대 신축 리파이낸싱#1순위","수익률(연)13%?투자기간6개월?등급C1?모집금액8억원?투자인원1,549명",1387,"평택","국가산업단지",1,1,13,6,"C1",80000,1549,"상환완료"
"제1383차 서귀포 산방산 타운하우스 신축사업 6차#1순위","수익률(연)12.77%?투자기간7개월?등급B3?모집금액3억원?투자인원781명",1383,"서귀포","산방산",1,6,12.77,7,"B3",30000,781,"상환완료"
"제1382차 아산 유신빌딩 담보대출 리파이낸싱 8차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액5,000만원?투자인원113명",1382,"아산","유신빌딩",2,8,13.5,6,"C2",5000,113,"상환완료"
"제1380차 서울 서교동 다세대 신축사업 2차#2순위","수익률(연)14%?투자기간11개월?등급D2?모집금액1억7,000만원?투자인원352명",1380,"서울","서교동",2,2,14,11,"D2",17000,352,"상환완료"
"제1379차 중구 신당동 단독주택 담보대출 11차#2순위","수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원169명",1379,"중구","신당동",2,11,8.5,3,"A2",10000,169,"상환완료"
"제1378차 서초 양재동 대흥아파트 리파이낸싱 2차#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원97명",1378,"서초","양재동",2,2,9.5,6,"A3",5000,97,"상환완료"
"제1377차 용산 효창동 로즈아파트 리파이낸싱#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원164명",1377,"용산","효창동",2,1,9,6,"A2",5000,164,"상환완료"
"제1373차 인천 용현동 오피스텔 및 근린상가 신축사업 12차#1순위","수익률(연)12%?투자기간8개월?등급B1?모집금액1억5,000만원?투자인원366명",1373,"인천","용현동",1,12,12,8,"B1",15000,366,"상환완료"
"제1372차 서산 테크노밸리 근린생활시설 신축사업 27차#1순위","수익률(연)14.5%?투자기간7개월?등급C3?모집금액1억5,000만원?투자인원368명",1372,"서산","테크노밸리",1,27,14.5,7,"C3",15000,368,"상환완료"
"제1370차 중구 신당동 단독주택 담보대출 10차#2순위","수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원167명",1370,"중구","신당동",2,10,8.5,3,"A2",10000,167,"상환완료"
"제1368차 서울 서교동 다세대 신축사업#2순위","수익률(연)14%?투자기간11개월?등급D2?모집금액2억5,000만원?투자인원568명",1368,"서울","서교동",2,1,14,11,"D2",25000,568,"상환완료"
"제1367차 수원 북수동 상가주택 신축사업A 4차#2순위","수익률(연)15%?투자기간8개월?등급D2?모집금액1억2,000만원?투자인원205명",1367,"수원","북수동",2,4,15,8,"D2",12000,205,"상환완료"
"제1365차 강남 청담동 진흥아파트 리파이낸싱#2순위","수익률(연)8.5%?투자기간6개월?등급A2?모집금액1억원?투자인원222명",1365,"강남","청담동",2,1,8.5,6,"A2",10000,222,"상환완료"
"제1364차 해운대구 중동 롯데캐슬마린아파트 리파이낸싱#2순위","수익률(연)9%?투자기간6개월?등급A3?모집금액5,000만원?투자인원138명",1364,"해운대구","중동",2,1,9,6,"A3",5000,138,"상환완료"
"제1363차 부산 화명동 롯데낙천대아파트 리파이낸싱#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원198명",1363,"부산","화명동",2,1,9,6,"A2",5000,198,"상환완료"
"제1362차 송파 풍납동 대동아파트 리파이낸싱#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액5,000만원?투자인원128명",1362,"송파","풍납동",2,1,9,6,"A2",5000,128,"상환완료"
"제1361차 아산 유신빌딩 담보대출 리파이낸싱 7차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액8,000만원?투자인원185명",1361,"아산","유신빌딩",2,7,13.5,6,"C2",8000,185,"상환완료"
"제1360차 양천 신정동 목동신시가지 담보상품 2차#2순위","수익률(연)8.8%?투자기간6개월?등급A3?모집금액5,000만원?투자인원125명",1360,"양천","신정동",2,2,8.8,6,"A3",5000,125,"상환완료"
"제1358차 중구 신당동 단독주택 담보대출 9차#2순위","수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원219명",1358,"중구","신당동",2,9,8.5,3,"A2",10000,219,"상환완료"
"제1357차 아산 유신빌딩 담보대출 리파이낸싱 6차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액2,000만원?투자인원29명",1357,"아산","유신빌딩",2,6,13.5,6,"C2",2000,29,"상환완료"
"제1354차 합천아파트 신축사업 26차#1순위","수익률(연)12.98%?투자기간5개월?등급B2?모집금액5억원?투자인원1,206명",1354,"합천아파트","신축사업",1,26,12.98,5,"B2",50000,1206,"상환완료"
"제1352차 수원 북수동 상가주택 신축사업B 3차#2순위","수익률(연)15%?투자기간6개월?등급D2?모집금액1억2,000만원?투자인원219명",1352,"수원","북수동",2,3,15,6,"D2",12000,219,"상환완료"
"제1351차 용인 메종 포레스트 타운하우스 B 신축 리파이낸싱 8차#1순위","수익률(연)12.84%?투자기간2개월?등급B3?모집금액1억5,000만원?투자인원168명",1351,"용인","메종",1,8,12.84,2,"B3",15000,168,"상환완료"
"제1350차 서초 양재동 대흥아파트 리파이낸싱#2순위","수익률(연)9.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원129명",1350,"서초","양재동",2,1,9.5,6,"A3",5000,129,"상환완료"
"제1349차 성북 하월곡동 월곡두산위브아파트 리파이낸싱#2순위","수익률(연)9%?투자기간6개월?등급A2?모집금액1억7,000만원?투자인원276명",1349,"성북","하월곡동",2,1,9,6,"A2",17000,276,"상환완료"
"제1346차 강남 대치동 삼성래미안 담보상품 2차#4순위","수익률(연)9%?투자기간6개월?등급A3?모집금액8,000만원?투자인원168명",1346,"강남","대치동",4,2,9,6,"A3",8000,168,"상환완료"
"제1345차 성동 홍익동 한신아파트 담보상품 4차#2순위","수익률(연)8.5%?투자기간6개월?등급A3?모집금액3,000만원?투자인원93명",1345,"성동","홍익동",2,4,8.5,6,"A3",3000,93,"상환완료"
"제1344차 아산 유신빌딩 담보대출 리파이낸싱 5차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액1억원?투자인원186명",1344,"아산","유신빌딩",2,5,13.5,6,"C2",10000,186,"상환완료"
"제1340차 양천 신정동 목동신시가지 담보상품#2순위","수익률(연)8.8%?투자기간6개월?등급A3?모집금액5,000만원?투자인원133명",1340,"양천","신정동",2,1,8.8,6,"A3",5000,133,"상환완료"
"제1339차 강남 대치동 삼성래미안 담보상품#4순위","수익률(연)9%?투자기간6개월?등급A3?모집금액5,000만원?투자인원68명",1339,"강남","대치동",4,1,9,6,"A3",5000,68,"상환완료"
"제1338차 부산 해운대구 두산위브더제니스 리파이낸싱#1순위","수익률(연)9%?투자기간6개월?등급A3?모집금액5,200만원?투자인원114명",1338,"부산","해운대구",1,1,9,6,"A3",5200,114,"상환완료"
"제1337차 관악 봉천동 대안그린아파트 담보상품#2순위","수익률(연)8.5%?투자기간6개월?등급A3?모집금액6,000만원?투자인원194명",1337,"관악","봉천동",2,1,8.5,6,"A3",6000,194,"상환완료"
"제1336차 성남 서현동 한양아파트 담보상품#4순위","수익률(연)9.5%?투자기간12개월?등급A2?모집금액2,000만원?투자인원44명",1336,"성남","서현동",4,1,9.5,12,"A2",2000,44,"상환완료"
"제1335차 서초 신원동 서초포레스타 리파이낸싱#2순위","수익률(연)8.5%?투자기간6개월?등급A3?모집금액5,000만원?투자인원154명",1335,"서초","신원동",2,1,8.5,6,"A3",5000,154,"상환완료"
"제1333차 아산 유신빌딩 담보대출 리파이낸싱 4차#2순위","수익률(연)13.5%?투자기간6개월?등급C2?모집금액1억원?투자인원195명",1333,"아산","유신빌딩",2,4,13.5,6,"C2",10000,195,"상환완료"
"제1332차 중구 신당동 단독주택 담보대출 8차#2순위","수익률(연)8.5%?투자기간3개월?등급A2?모집금액1억원?투자인원182명",1332,"중구","신당동",2,8,8.5,3,"A2",10000,182,"상환완료"
